Rndrng_NPI,specialty,avg_complexity,total_services,total_benes,z
1134309958,Family Practice,5.0,104.0,52.0,3.6549883076001453
1225422074,Family Practice,5.0,256.0,184.0,3.6549883076001453
1225217409,Family Practice,5.0,59.0,20.0,3.6549883076001453
1720008683,Family Practice,5.0,175.0,63.0,3.6549883076001453
1548332505,Family Practice,5.0,91.0,35.0,3.6549883076001453
1700221090,Family Practice,5.0,176.0,68.0,3.6549883076001453
1528125119,Family Practice,5.0,63.0,23.0,3.6549883076001453
1497963227,Family Practice,5.0,55.0,16.0,3.6549883076001453
1013323450,Family Practice,5.0,107.0,29.0,3.6549883076001453
1023095742,Family Practice,5.0,87.0,83.0,3.6549883076001453
1033596432,Family Practice,5.0,198.0,73.0,3.6549883076001453
1336130442,Family Practice,5.0,172.0,25.0,3.6549883076001453
1003972605,Family Practice,5.0,53.0,23.0,3.6549883076001453
1962484121,Family Practice,5.0,1116.0,168.0,3.6549883076001453
1942261540,Family Practice,5.0,60.0,31.0,3.6549883076001453
1033309653,Family Practice,5.0,201.0,111.0,3.6549883076001453
1942283809,Family Practice,5.0,94.0,57.0,3.6549883076001453
1578609137,Orthopedic Surgery,4.802631578947368,228.0,197.0,3.6529243714370097
1538511332,Hospitalist,4.860294117647059,408.0,399.0,3.6445041089643304
1144412446,Podiatry,4.32520325203252,246.0,104.0,3.6429921929198437
1225290752,Orthopedic Surgery,4.7954070981210855,479.0,269.0,3.6342929423923507
1346277597,Podiatry,4.32051282051282,156.0,103.0,3.630207565590408
1154766475,Podiatry,4.317073170731708,82.0,65.0,3.6208321722154904
1508284142,Hospitalist,4.850467289719626,107.0,95.0,3.614235496209749
1679558605,Urology,4.898062342038753,1187.0,645.0,3.610550087984666
1093943854,Urology,4.897810218978102,137.0,133.0,3.609883390327106
1245529684,Otolaryngology,4.787234042553192,188.0,155.0,3.6024927320313633
1720168206,Obstetrics & Gynecology,5.0,55.0,33.0,3.594587556961261
1396901773,Obstetrics & Gynecology,5.0,52.0,47.0,3.594587556961261
1104083922,Obstetrics & Gynecology,5.0,61.0,21.0,3.594587556961261
1104859164,Obstetrics & Gynecology,5.0,128.0,128.0,3.594587556961261
1629047626,Obstetrics & Gynecology,5.0,111.0,108.0,3.594587556961261
1932357241,Obstetrics & Gynecology,5.0,139.0,75.0,3.594587556961261
1598837767,Obstetrics & Gynecology,5.0,93.0,91.0,3.594587556961261
1760543185,Obstetrics & Gynecology,5.0,59.0,56.0,3.594587556961261
1356303549,Obstetrics & Gynecology,5.0,257.0,152.0,3.594587556961261
1184776734,Obstetrics & Gynecology,5.0,254.0,173.0,3.594587556961261
1962708644,Obstetrics & Gynecology,5.0,147.0,107.0,3.594587556961261
1487003638,Obstetrics & Gynecology,5.0,72.0,60.0,3.594587556961261
1841249927,Obstetrics & Gynecology,5.0,104.0,97.0,3.594587556961261
1326168873,Obstetrics & Gynecology,5.0,77.0,14.0,3.594587556961261
1760543540,Obstetrics & Gynecology,5.0,61.0,57.0,3.594587556961261
1912357559,Obstetrics & Gynecology,5.0,50.0,49.0,3.594587556961261
1326043886,Obstetrics & Gynecology,5.0,312.0,216.0,3.594587556961261
1093754483,Obstetrics & Gynecology,5.0,143.0,132.0,3.594587556961261
1437544251,Obstetrics & Gynecology,5.0,96.0,77.0,3.594587556961261
1477608552,Obstetrics & Gynecology,5.0,63.0,50.0,3.594587556961261
1275710857,Infectious Disease,4.934684684684685,444.0,312.0,3.594106831922289
1588636633,Urology,4.891191709844559,193.0,83.0,3.592381839598368
1639152291,Family Practice,4.97583081570997,662.0,127.0,3.58996860413531
1669890752,Otolaryngology,4.782051282051282,156.0,120.0,3.5891905929497914
1003070327,Orthopedic Surgery,4.777464788732394,355.0,201.0,3.5880209856509655
1790198646,Orthopedic Surgery,4.774834437086093,302.0,246.0,3.5812374933504145
1760435655,Orthopedic Surgery,4.7729468599033815,207.0,159.0,3.5763695642643465
1619934122,Otolaryngology,4.77536231884058,138.0,131.0,3.5720226148216323
1205882743,Nephrology,5.0,309.0,226.0,3.5708440353409796
1922202308,Nephrology,5.0,111.0,13.0,3.5708440353409796
1134383615,Nephrology,5.0,271.0,83.0,3.5708440353409796
1366708349,Nephrology,5.0,74.0,22.0,3.5708440353409796
1235207234,Nephrology,5.0,165.0,128.0,3.5708440353409796
1417921131,Nephrology,5.0,82.0,38.0,3.5708440353409796
1043328057,Nephrology,5.0,71.0,28.0,3.5708440353409796
1336352558,Nephrology,5.0,105.0,67.0,3.5708440353409796
1891827531,Nephrology,5.0,92.0,79.0,3.5708440353409796
1265574545,Nephrology,5.0,345.0,187.0,3.5708440353409796
1619120607,Nephrology,5.0,50.0,25.0,3.5708440353409796
1073580908,Nephrology,5.0,274.0,183.0,3.5708440353409796
1861404535,Nephrology,5.0,65.0,11.0,3.5708440353409796
1518953918,Nephrology,5.0,621.0,346.0,3.5708440353409796
1194071712,Nephrology,5.0,56.0,12.0,3.5708440353409796
1881782985,Nephrology,5.0,436.0,194.0,3.5708440353409796
1457442378,Nephrology,5.0,295.0,172.0,3.5708440353409796
1174663819,Nephrology,5.0,686.0,590.0,3.5708440353409796
1700824877,Nephrology,5.0,59.0,21.0,3.5708440353409796
1811043607,Nephrology,5.0,51.0,46.0,3.5708440353409796
1093994576,Nephrology,5.0,53.0,13.0,3.5708440353409796
1518175488,Nephrology,5.0,50.0,14.0,3.5708440353409796
1104002864,Nephrology,5.0,53.0,39.0,3.5708440353409796
1083712939,Nephrology,5.0,96.0,62.0,3.5708440353409796
1760610554,Nephrology,5.0,226.0,103.0,3.5708440353409796
1124188263,Nephrology,5.0,78.0,57.0,3.5708440353409796
1942390620,Nephrology,5.0,55.0,31.0,3.5708440353409796
1255498135,Nephrology,5.0,111.0,31.0,3.5708440353409796
1235136029,Family Practice,4.966613672496026,629.0,219.0,3.565172735504742
1780792739,Family Practice,4.965181058495822,718.0,175.0,3.5613187313168035
1689770026,Otolaryngology,4.77112676056338,284.0,253.0,3.561151577028036
1265469340,Urology,4.878661087866109,478.0,282.0,3.559246686077611
1457779100,Urology,4.876923076923077,195.0,170.0,3.554650804124013
1639197247,Family Practice,4.958646616541353,266.0,115.0,3.5437398394067854
1801853189,Orthopedic Surgery,4.758802816901408,1136.0,646.0,3.5398930699760407
1407923543,Urology,4.870967741935484,93.0,93.0,3.53890290753749
1891158663,Orthopedic Surgery,4.757142857142857,70.0,63.0,3.5356121502529354
1841227667,Urology,4.869565217391305,299.0,115.0,3.5351941637761715
1003066580,Urology,4.866666666666666,90.0,88.0,3.5275294266694446
1134515919,Hospitalist,4.82089552238806,67.0,67.0,3.523148486196173
1346285723,Urology,4.864583333333333,96.0,96.0,3.522020396873986
1619949260,Family Practice,4.950226244343892,221.0,103.0,3.52108743638099
1497074017,Sports Medicine,4.664516129032258,310.0,215.0,3.5207462734712283
1164463386,Family Practice,4.950095969289827,521.0,88.0,3.5207369717032218
1669597308,Otolaryngology,4.754032258064516,248.0,195.0,3.5172766092987007
1518167840,Podiatry,4.2785714285714285,140.0,85.0,3.515888645594155
1255416335,Urology,4.856957087126138,769.0,358.0,3.5018540524341732
1649240730,Hospitalist,4.812960235640648,679.0,660.0,3.4987062019282797
1730168626,Orthopedic Surgery,4.74015748031496,127.0,117.0,3.491808055429337
1417129644,Otolaryngology,4.743697478991597,238.0,185.0,3.490751233766755
1780039644,Dermatology,4.366412213740458,262.0,174.0,3.4897990132390153
1780971440,Optometry,5.0,104.0,104.0,3.4880295713773424
1609865120,Optometry,5.0,148.0,147.0,3.4880295713773424
1710980172,Optometry,5.0,229.0,155.0,3.4880295713773424
1649308974,Optometry,5.0,148.0,147.0,3.4880295713773424
1801960737,Optometry,5.0,55.0,52.0,3.4880295713773424
1659341113,Optometry,5.0,99.0,98.0,3.4880295713773424
1265849475,Optometry,5.0,61.0,57.0,3.4880295713773424
1669452801,Optometry,5.0,91.0,88.0,3.4880295713773424
1457440943,Optometry,5.0,111.0,111.0,3.4880295713773424
1134265861,Optometry,5.0,104.0,97.0,3.4880295713773424
1073625489,Optometry,5.0,67.0,67.0,3.4880295713773424
1104939651,Optometry,5.0,265.0,213.0,3.4880295713773424
1699716266,Optometry,5.0,89.0,88.0,3.4880295713773424
1306806393,Optometry,5.0,59.0,59.0,3.4880295713773424
1144280488,Optometry,5.0,153.0,46.0,3.4880295713773424
1598936395,Optometry,5.0,519.0,54.0,3.4880295713773424
1477655751,Optometry,5.0,125.0,109.0,3.4880295713773424
1487602272,Optometry,5.0,183.0,164.0,3.4880295713773424
1902104227,Optometry,5.0,65.0,65.0,3.4880295713773424
1043874407,Optometry,5.0,83.0,82.0,3.4880295713773424
1912179573,Optometry,5.0,54.0,52.0,3.4880295713773424
1285615302,Optometry,5.0,108.0,92.0,3.4880295713773424
1215953252,Optometry,5.0,51.0,51.0,3.4880295713773424
1871811331,Orthopedic Surgery,4.7384615384615385,65.0,54.0,3.4874343404087447
1679854178,Hospitalist,4.807971014492754,276.0,147.0,3.4833383941282685
1104871367,Urology,4.848341232227488,211.0,194.0,3.479070851786169
1972595874,Interventional Pain Management,5.0,65.0,35.0,3.476905058438318
1295886612,Interventional Pain Management,5.0,121.0,21.0,3.476905058438318
1669761953,Interventional Pain Management,5.0,110.0,90.0,3.476905058438318
1679569685,Interventional Pain Management,5.0,273.0,39.0,3.476905058438318
1447449798,Podiatry,4.263333333333334,300.0,97.0,3.4743544353597096
1336326206,Orthopedic Surgery,4.732673267326732,707.0,533.0,3.4725067953667463
1588930820,Hospitalist,4.803571428571429,224.0,145.0,3.46978678179553
1861651762,Obstetrics & Gynecology,4.939914163090129,233.0,226.0,3.4694318510237547
1912198011,Obstetrics & Gynecology,4.939297124600639,313.0,136.0,3.468146591606322
1508220013,Otolaryngology,4.73469387755102,98.0,91.0,3.4676424756920854
1932252970,Hand Surgery,4.567901234567901,81.0,78.0,3.4659915693464276
1609929538,Vascular Surgery,5.0,108.0,102.0,3.4648745423447966
1023089141,Vascular Surgery,5.0,83.0,34.0,3.4648745423447966
1316986060,Vascular Surgery,5.0,189.0,152.0,3.4648745423447966
1902858962,Family Practice,4.928899082568807,436.0,167.0,3.463713314121739
1396743241,Orthopedic Surgery,4.729166666666667,288.0,175.0,3.463463518353915
1649356940,Dermatology,4.3569553805774275,381.0,180.0,3.462707110572861
1881620565,Orthopedic Surgery,4.728260869565218,92.0,79.0,3.4611275311971474
1457389678,Dermatology,4.356243949661181,1033.0,716.0,3.460669005765007
1528679768,Otolaryngology,4.730232558139535,215.0,197.0,3.4561919964972563
1144399197,Otolaryngology,4.729372937293729,303.0,180.0,3.4539856826913016
1578539615,Podiatry,4.254385964912281,114.0,106.0,3.4499667494161277
1518958651,Family Practice,4.92354740061162,327.0,139.0,3.449316271601858
1750306502,Orthopedic Surgery,4.722222222222222,180.0,131.0,3.445554283485363
1346683869,Family Practice,4.9219440353460975,679.0,255.0,3.445002914028052
1407832991,Infectious Disease,4.875,152.0,92.0,3.4448904422302626
1043396559,Otolaryngology,4.7254901960784315,102.0,72.0,3.4440201896602014
1699740639,Family Practice,4.9198841698841695,1036.0,501.0,3.4394614840854922
1710900162,Orthopedic Surgery,4.7196652719665275,239.0,195.0,3.4389600882199556
1306918651,Nephrology,4.948148148148148,270.0,131.0,3.4361835252507427
1083700785,Otolaryngology,4.721991701244813,241.0,177.0,3.4350409082838382
1114086253,Family Practice,4.918088737201365,293.0,135.0,3.434631428622049
1033106422,Urology,4.830917874396135,207.0,75.0,3.4329976690198345
1689762841,Orthopedic Surgery,4.7164179104477615,402.0,211.0,3.43058537075941
1962854471,Podiatry,4.247191011235955,89.0,65.0,3.4303555897567155
1487016655,Podiatry,4.242990654205608,107.0,71.0,3.4189067499094596
1639516164,Orthopedic Surgery,4.708333333333333,936.0,813.0,3.4097358137482594
1316929821,Family Practice,4.90625,192.0,128.0,3.4027829734572466
1366496382,Family Practice,4.906077348066298,181.0,137.0,3.4023185069118638
1538269006,Orthopedic Surgery,4.705426356589148,129.0,115.0,3.4022389247335183
1811195712,Family Practice,4.90595009596929,521.0,279.0,3.4019761745636363
1598708042,Dermatology,4.335365853658536,164.0,115.0,3.4008575091458755
1235435074,Internal Medicine,5.0,361.0,151.0,3.3998588539500676
1467708271,Internal Medicine,5.0,443.0,32.0,3.3998588539500676
1780950113,Internal Medicine,5.0,57.0,36.0,3.3998588539500676
1437503224,Internal Medicine,5.0,69.0,34.0,3.3998588539500676
1952503781,Internal Medicine,5.0,65.0,36.0,3.3998588539500676
1104112515,Internal Medicine,5.0,323.0,123.0,3.3998588539500676
1134225568,Internal Medicine,5.0,238.0,60.0,3.3998588539500676
1285684720,Internal Medicine,5.0,88.0,72.0,3.3998588539500676
1366719767,Internal Medicine,5.0,285.0,57.0,3.3998588539500676
1285087817,Internal Medicine,5.0,86.0,77.0,3.3998588539500676
1235339607,Internal Medicine,5.0,86.0,83.0,3.3998588539500676
1982653192,Internal Medicine,5.0,60.0,53.0,3.3998588539500676
1790218071,Internal Medicine,5.0,102.0,57.0,3.3998588539500676
1275529604,Internal Medicine,5.0,60.0,33.0,3.3998588539500676
1518493444,Internal Medicine,5.0,51.0,38.0,3.3998588539500676
1528402682,Internal Medicine,5.0,150.0,86.0,3.3998588539500676
1144335407,Internal Medicine,5.0,402.0,309.0,3.3998588539500676
1003882697,Internal Medicine,5.0,660.0,237.0,3.3998588539500676
1144337486,Internal Medicine,5.0,67.0,32.0,3.3998588539500676
1306860853,Internal Medicine,5.0,51.0,24.0,3.3998588539500676
1306377973,Internal Medicine,5.0,201.0,163.0,3.3998588539500676
1366672578,Internal Medicine,5.0,119.0,52.0,3.3998588539500676
1114956570,Internal Medicine,5.0,706.0,179.0,3.3998588539500676
1497835219,Internal Medicine,5.0,108.0,13.0,3.3998588539500676
1497715528,Internal Medicine,5.0,172.0,36.0,3.3998588539500676
1114155215,Internal Medicine,5.0,200.0,113.0,3.3998588539500676
1407845340,Internal Medicine,5.0,50.0,15.0,3.3998588539500676
1114304839,Internal Medicine,5.0,75.0,61.0,3.3998588539500676
1760580625,Internal Medicine,5.0,74.0,68.0,3.3998588539500676
1275642191,Internal Medicine,5.0,54.0,54.0,3.3998588539500676
1275635765,Internal Medicine,5.0,223.0,54.0,3.3998588539500676
1760522650,Internal Medicine,5.0,69.0,66.0,3.3998588539500676
1760447973,Internal Medicine,5.0,50.0,23.0,3.3998588539500676
1275663247,Internal Medicine,5.0,155.0,44.0,3.3998588539500676
1700378718,Internal Medicine,5.0,98.0,92.0,3.3998588539500676
1326142654,Internal Medicine,5.0,83.0,55.0,3.3998588539500676
1750466546,Internal Medicine,5.0,51.0,49.0,3.3998588539500676
1720323355,Internal Medicine,5.0,74.0,31.0,3.3998588539500676
1780096032,Internal Medicine,5.0,63.0,56.0,3.3998588539500676
1740644376,Internal Medicine,5.0,100.0,70.0,3.3998588539500676
